Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,depth (ft),Chlorophyll RFU,Chlorophyll ug/L,fDOM QSU,fDOM RFU,ODO % sat,ODO mg/L,SpCond S/cm,BGA PC RFU,BGA PC ug/L,Turbidity FNU,pH,Temp C,,Vertical Position m,Battery V,Cable Pwr V,Pressure psi a,pH mV
8/20/2019,9:32:50,0,Owasco Lake Profile,15.172,49.779332,0.75,3.9,15.65,5.21,53.1,5.58,326.6,0.12,0.16,0.92,7.69,13.066,,15.172,5.5,11.8,21.569,-56.1
8/20/2019,9:32:55,0,Owasco Lake Profile,15.172,49.779332,0.79,4.07,15.64,5.21,53.1,5.58,326.6,0.13,0.17,0.99,7.69,13.065,,15.17,5.5,11.9,21.569,-56.1
8/20/2019,9:33:00,0,Owasco Lake Profile,15.172,49.779332,0.69,3.64,15.68,5.22,53.2,5.59,326.6,0.13,0.17,0.98,7.69,13.058,,15.169,5.5,11.9,21.568,-56.1
8/20/2019,9:33:05,0,Owasco Lake Profile,15.172,49.779332,0.3,1.98,15.67,5.22,53.2,5.6,326.6,0.13,0.17,0.89,7.69,13.061,,15.177,5.5,11.9,21.569,-56.1
8/20/2019,9:33:10,0,Owasco Lake Profile,15.17,49.77277,0.34,2.16,15.67,5.22,53.3,5.6,326.6,0.12,0.16,0.9,7.69,13.077,,15.152,5.5,11.9,21.565,-56.1
8/20/2019,9:33:15,0,Owasco Lake Profile,15.204,49.884324,0.49,2.81,15.66,5.22,53.2,5.59,326.6,0.12,0.16,0.93,7.69,13.07,,15.697,5.5,11.9,21.614,-56.1
8/20/2019,9:33:20,0,Owasco Lake Profile,15.287,50.156647,0.47,2.72,15.67,5.22,53.1,5.59,326.6,0.11,0.15,1.1,7.69,13.031,,15.827,5.5,11.9,21.732,-56.1
8/20/2019,9:33:25,0,Owasco Lake Profile,15.373,50.438813,0.58,3.21,15.67,5.22,53.1,5.59,326.5,0.11,0.15,1.03,7.69,12.983,,15.827,5.5,11.9,21.855,-56.1
8/20/2019,9:33:30,0,Owasco Lake Profile,15.464,50.737384,0.94,4.74,15.69,5.22,53.2,5.61,326.6,0.12,0.16,1.08,7.69,12.946,,15.833,5.5,11.9,21.985,-56.1
8/20/2019,9:33:35,0,Owasco Lake Profile,15.553,51.029393,0.96,4.81,15.68,5.22,53.4,5.63,326.7,0.11,0.15,1,7.69,12.906,,15.837,5.5,11.9,22.11,-56.1
8/20/2019,9:33:40,0,Owasco Lake Profile,15.641,51.318121,0.51,2.91,15.64,5.21,53.5,5.64,326.7,0.13,0.17,1.02,7.69,12.891,,15.839,5.5,11.9,22.235,-56.2
8/20/2019,9:33:45,0,Owasco Lake Profile,15.73,51.61013,0.8,4.12,15.64,5.21,53.6,5.66,326.7,0.12,0.16,0.99,7.69,12.88,,15.84,5.5,11.9,22.362,-56.2
8/20/2019,9:33:50,0,Owasco Lake Profile,15.808,51.866048,1.01,5.01,15.65,5.21,53.7,5.67,326.5,0.14,0.18,1.06,7.69,12.868,,15.83,5.5,11.9,22.474,-56.2
8/20/2019,9:33:55,0,Owasco Lake Profile,15.834,51.951354,0.83,4.26,15.65,5.21,53.7,5.68,326.5,0.14,0.18,1.03,7.69,12.841,,15.859,5.5,11.9,22.51,-56.2
8/20/2019,9:34:00,0,Owasco Lake Profile,15.838,51.964478,0.78,4.03,15.65,5.21,53.8,5.69,326.5,0.16,0.2,1.12,7.69,12.829,,15.856,5.5,11.9,22.516,-56.2
8/20/2019,9:34:05,0,Owasco Lake Profile,15.842,51.977602,0.82,4.2,15.67,5.22,53.9,5.69,326.4,0.16,0.2,1.05,7.69,12.84,,15.857,5.5,11.9,22.522,-56.2
8/20/2019,9:34:10,0,Owasco Lake Profile,15.845,51.987445,0.9,4.56,15.65,5.21,53.9,5.69,326.4,0.16,0.2,1.17,7.69,12.844,,15.857,5.5,11.9,22.526,-56.2
8/20/2019,9:34:15,0,Owasco Lake Profile,15.848,51.997288,0.62,3.38,15.63,5.21,53.9,5.7,326.6,0.17,0.21,1.13,7.69,12.823,,15.862,5.5,11.9,22.53,-56.2
8/20/2019,9:34:20,0,Owasco Lake Profile,15.851,52.007131,0.9,4.57,15.6,5.2,53.9,5.7,326.7,0.15,0.19,1.1,7.69,12.811,,15.855,5.5,11.9,22.534,-56.2
8/20/2019,9:34:25,0,Owasco Lake Profile,15.854,52.016974,0.9,4.57,15.59,5.19,53.9,5.7,326.6,0.16,0.19,1.02,7.69,12.813,,15.855,5.5,11.9,22.538,-56.2
8/20/2019,9:34:30,0,Owasco Lake Profile,15.858,52.030098,1.25,6.07,15.55,5.18,53.9,5.7,326.4,0.17,0.21,0.99,7.69,12.82,,15.857,5.5,11.9,22.544,-56.2
8/20/2019,9:34:35,0,Owasco Lake Profile,15.859,52.033379,0.45,2.63,15.58,5.19,53.9,5.7,326.3,0.15,0.19,0.96,7.69,12.814,,15.862,5.5,11.9,22.545,-56.2
8/20/2019,9:34:40,0,Owasco Lake Profile,15.859,52.033379,0.55,3.05,15.63,5.21,53.9,5.7,326.3,0.15,0.19,0.94,7.69,12.804,,15.863,5.5,11.9,22.547,-56.2
8/20/2019,9:34:45,0,Owasco Lake Profile,15.861,52.039941,0.66,3.54,15.62,5.2,53.9,5.71,326.2,0.13,0.17,0.9,7.69,12.792,,15.868,5.5,11.9,22.548,-56.2
8/20/2019,9:34:50,0,Owasco Lake Profile,15.862,52.043222,0.85,4.35,15.64,5.21,54,5.71,326.2,0.12,0.16,0.88,7.69,12.787,,15.865,5.5,11.9,22.55,-56.2
8/20/2019,9:34:55,0,Owasco Lake Profile,15.863,52.046503,0.33,2.13,15.63,5.2,54,5.71,326.2,0.14,0.18,0.97,7.69,12.785,,15.869,5.5,11.9,22.552,-56.2
8/20/2019,9:35:00,0,Owasco Lake Profile,15.864,52.049784,0.57,3.13,15.64,5.21,54,5.71,326.3,0.15,0.19,0.98,7.69,12.775,,15.864,5.5,11.9,22.554,-56.2
8/20/2019,9:35:05,0,Owasco Lake Profile,15.866,52.056346,0.84,4.32,15.67,5.22,54,5.71,326.3,0.17,0.21,1.04,7.69,12.767,,15.869,5.5,11.9,22.556,-56.2
8/20/2019,9:35:10,0,Owasco Lake Profile,15.867,52.059627,0.79,4.08,15.67,5.22,54,5.72,326.4,0.17,0.21,0.91,7.69,12.761,,15.874,5.5,11.9,22.557,-56.2
8/20/2019,9:35:15,0,Owasco Lake Profile,15.868,52.062908,0.48,2.77,15.67,5.22,54,5.72,326.4,0.17,0.21,0.97,7.69,12.761,,15.869,5.5,11.9,22.559,-56.2
8/20/2019,9:35:20,0,Owasco Lake Profile,15.87,52.06947,0.83,4.26,15.65,5.21,54,5.72,326.4,0.17,0.21,0.96,7.69,12.761,,15.848,5.5,11.9,22.561,-56.2
8/20/2019,9:35:25,0,Owasco Lake Profile,15.865,52.053065,0.87,4.44,15.6,5.2,54,5.72,326.4,0.16,0.2,1.09,7.69,12.76,,15.866,5.5,11.9,22.554,-56.2
8/20/2019,9:35:30,0,Owasco Lake Profile,15.896,52.154776,0.85,4.34,15.62,5.2,54,5.72,326.5,0.14,0.18,1.09,7.69,12.747,,16.502,5.5,11.9,22.598,-56.2
8/20/2019,9:35:35,0,Owasco Lake Profile,15.985,52.446785,0.64,3.43,15.64,5.21,53.8,5.7,326.6,0.14,0.18,1.03,7.69,12.697,,16.541,5.5,11.9,22.725,-56.2
8/20/2019,9:35:40,0,Owasco Lake Profile,16.074,52.738794,0.7,3.72,15.68,5.22,53.5,5.68,326.8,0.14,0.18,0.96,7.69,12.64,,16.539,5.5,11.9,22.851,-56.1
8/20/2019,9:35:45,0,Owasco Lake Profile,16.163,53.030803,0.48,2.74,15.73,5.24,53.1,5.64,326.9,0.12,0.16,0.88,7.68,12.597,,16.523,5.5,11.9,22.979,-55.9
8/20/2019,9:35:50,0,Owasco Lake Profile,16.25,53.31625,0.39,2.38,15.75,5.24,52.8,5.61,326.9,0.14,0.18,0.91,7.68,12.583,,16.527,5.5,11.9,23.102,-55.8
8/20/2019,9:35:55,0,Owasco Lake Profile,16.337,53.601697,0.42,2.5,15.76,5.25,52.5,5.58,327,0.13,0.17,0.87,7.68,12.57,,16.526,5.5,11.9,23.226,-55.7
8/20/2019,9:36:00,0,Owasco Lake Profile,16.426,53.893706,0.41,2.48,15.73,5.24,52.3,5.56,327,0.12,0.16,0.87,7.68,12.568,,16.527,5.5,11.9,23.353,-55.5
8/20/2019,9:36:05,0,Owasco Lake Profile,16.513,54.179153,0.34,2.17,15.74,5.24,52.1,5.54,327,0.15,0.19,0.86,7.68,12.557,,16.526,5.5,11.9,23.477,-55.5
8/20/2019,9:36:10,0,Owasco Lake Profile,16.528,54.228368,0.46,2.69,15.72,5.24,51.9,5.52,326.9,0.14,0.18,0.88,7.67,12.546,,16.525,5.5,11.9,23.497,-55.4
8/20/2019,9:36:15,0,Owasco Lake Profile,16.526,54.221806,0.52,2.94,15.73,5.24,51.8,5.51,326.9,0.15,0.19,0.89,7.67,12.534,,16.525,5.5,11.9,23.495,-55.3
8/20/2019,9:36:20,0,Owasco Lake Profile,16.525,54.218525,0.55,3.06,15.76,5.25,51.8,5.51,327,0.14,0.18,0.84,7.67,12.518,,16.529,5.5,11.9,23.494,-55.3
8/20/2019,9:36:25,0,Owasco Lake Profile,16.526,54.221806,0.38,2.33,15.75,5.25,51.7,5.5,327,0.13,0.17,0.86,7.67,12.515,,16.527,5.5,11.9,23.495,-55.2
8/20/2019,9:36:30,0,Owasco Lake Profile,16.526,54.221806,0.3,2,15.75,5.25,51.7,5.5,326.9,0.13,0.17,0.88,7.67,12.519,,16.531,5.5,11.9,23.495,-55.2
8/20/2019,9:36:35,0,Owasco Lake Profile,16.539,54.264459,0.54,3.03,15.74,5.24,51.6,5.49,326.9,0.14,0.18,0.99,7.67,12.515,,17.034,5.5,11.9,23.513,-55.2
8/20/2019,9:36:40,0,Owasco Lake Profile,16.632,54.569592,0.64,3.43,15.67,5.22,51.9,5.53,326.6,0.15,0.19,1,7.67,12.467,,17.233,5.5,11.9,23.646,-55.4
8/20/2019,9:36:45,0,Owasco Lake Profile,16.726,54.878006,0.52,2.94,15.63,5.21,52.8,5.63,326.4,0.15,0.19,1.04,7.68,12.405,,17.241,5.5,11.9,23.78,-55.7
8/20/2019,9:36:50,0,Owasco Lake Profile,16.825,55.202825,0.75,3.9,15.58,5.19,53.9,5.75,326.3,0.18,0.22,0.99,7.68,12.374,,17.242,5.5,11.9,23.921,-56
8/20/2019,9:36:55,0,Owasco Lake Profile,16.921,55.517801,1.61,7.57,15.55,5.18,54.7,5.84,326.3,0.17,0.2,1.03,7.69,12.37,,17.249,5.5,11.9,24.057,-56.3
8/20/2019,9:37:00,0,Owasco Lake Profile,17.017,55.832777,0.47,2.74,15.53,5.17,55.3,5.9,326.1,0.14,0.18,1.09,7.7,12.367,,17.255,5.5,11.9,24.193,-56.7
8/20/2019,9:37:05,0,Owasco Lake Profile,17.113,56.147753,0.46,2.67,15.52,5.17,55.7,5.94,326,0.14,0.18,1.19,7.7,12.366,,17.254,5.5,11.9,24.33,-56.8
8/20/2019,9:37:10,0,Owasco Lake Profile,17.209,56.462729,0.52,2.93,15.51,5.17,55.9,5.97,326,0.13,0.17,1.03,7.7,12.364,,17.255,5.5,11.9,24.466,-57
8/20/2019,9:37:15,0,Owasco Lake Profile,17.248,56.590688,0.63,3.41,15.5,5.16,56.2,6.01,326,0.12,0.16,0.99,7.7,12.359,,17.256,5.5,11.9,24.522,-57.1
8/20/2019,9:37:20,0,Owasco Lake Profile,17.251,56.600531,0.59,3.25,15.49,5.16,56.5,6.04,326,0.14,0.18,0.98,7.71,12.351,,17.259,5.5,11.9,24.526,-57.2
8/20/2019,9:37:25,0,Owasco Lake Profile,17.253,56.607093,0.73,3.82,15.52,5.17,56.7,6.06,326,0.15,0.19,1.02,7.71,12.339,,17.259,5.5,11.9,24.529,-57.2
8/20/2019,9:37:30,0,Owasco Lake Profile,17.256,56.616936,0.7,3.7,15.5,5.16,56.9,6.08,325.9,0.15,0.19,0.99,7.71,12.329,,17.263,5.5,11.9,24.533,-57.3
8/20/2019,9:37:35,0,Owasco Lake Profile,17.258,56.623498,0.77,3.98,15.5,5.16,57,6.1,326,0.16,0.2,0.96,7.71,12.32,,17.265,5.5,11.9,24.536,-57.3
8/20/2019,9:37:40,0,Owasco Lake Profile,17.259,56.626779,0.75,3.93,15.54,5.17,57.2,6.11,326.1,0.15,0.19,0.95,7.71,12.313,,17.261,5.5,11.9,24.537,-57.4
8/20/2019,9:37:45,0,Owasco Lake Profile,17.271,56.666151,0.51,2.9,15.54,5.18,57.2,6.12,326.2,0.14,0.18,0.99,7.71,12.29,,17.752,5.5,11.9,24.554,-57.4
8/20/2019,9:37:50,0,Owasco Lake Profile,17.358,56.951598,0.37,2.31,15.56,5.18,57.3,6.13,326.2,0.14,0.18,0.98,7.71,12.238,,17.892,5.5,11.9,24.679,-57.4
8/20/2019,9:37:55,0,Owasco Lake Profile,17.445,57.237045,0.43,2.55,15.58,5.19,57.2,6.14,326.2,0.12,0.16,0.94,7.71,12.165,,17.911,5.5,11.9,24.802,-57.4
8/20/2019,9:38:00,0,Owasco Lake Profile,17.533,57.525773,0.43,2.54,15.56,5.18,57.3,6.15,326.2,0.13,0.17,0.89,7.71,12.114,,17.927,5.5,11.9,24.928,-57.4
8/20/2019,9:38:05,0,Owasco Lake Profile,17.623,57.821063,0.36,2.25,15.52,5.17,57.4,6.17,326.3,0.13,0.17,0.92,7.71,12.086,,17.899,5.5,11.8,25.057,-57.4
8/20/2019,9:38:10,0,Owasco Lake Profile,17.71,58.10651,0.5,2.84,15.53,5.17,57.6,6.19,326.3,0.13,0.17,0.86,7.71,12.066,,17.907,5.5,11.8,25.179,-57.4
8/20/2019,9:38:15,0,Owasco Lake Profile,17.797,58.391957,0.43,2.56,15.53,5.17,57.6,6.2,326.2,0.13,0.17,0.81,7.71,12.05,,17.919,5.51,11.9,25.303,-57.4
8/20/2019,9:38:20,0,Owasco Lake Profile,17.885,58.680685,0.39,2.36,15.54,5.18,57.7,6.21,326.2,0.13,0.17,0.87,7.71,12.04,,17.928,5.51,11.9,25.429,-57.4
8/20/2019,9:38:25,0,Owasco Lake Profile,17.911,58.765991,0.42,2.51,15.56,5.18,57.8,6.21,326.1,0.14,0.18,0.86,7.71,12.044,,17.86,5.5,11.9,25.465,-57.5
8/20/2019,9:38:30,0,Owasco Lake Profile,17.91,58.76271,0.31,2.05,15.55,5.18,57.9,6.23,326.1,0.13,0.16,0.88,7.71,12.012,,17.912,5.5,11.9,25.464,-57.5
8/20/2019,9:38:35,0,Owasco Lake Profile,17.91,58.76271,0.45,2.63,15.53,5.17,58.1,6.26,326,0.13,0.17,0.84,7.71,11.985,,17.921,5.5,11.9,25.464,-57.5
8/20/2019,9:38:40,0,Owasco Lake Profile,17.909,58.759429,0.34,2.18,15.54,5.17,58.3,6.28,326.1,0.12,0.16,0.91,7.71,11.975,,17.92,5.5,11.9,25.463,-57.5
8/20/2019,9:38:45,0,Owasco Lake Profile,17.912,58.769272,0.31,2.04,15.52,5.17,58.3,6.28,326,0.11,0.15,0.97,7.71,11.987,,17.921,5.5,11.9,25.467,-57.6
8/20/2019,9:38:50,0,Owasco Lake Profile,17.914,58.775834,0.28,1.92,15.5,5.16,58.3,6.28,326,0.12,0.16,1.15,7.71,11.995,,17.919,5.5,11.9,25.47,-57.6
8/20/2019,9:38:55,0,Owasco Lake Profile,17.914,58.775834,0.3,1.99,15.48,5.16,58.3,6.28,325.9,0.11,0.15,0.99,7.72,11.995,,17.923,5.5,11.9,25.47,-57.6
8/20/2019,9:39:00,0,Owasco Lake Profile,17.917,58.785677,0.32,2.06,15.49,5.16,58.4,6.29,326,0.1,0.14,0.94,7.72,11.978,,18.059,5.5,11.9,25.475,-57.6
8/20/2019,9:39:05,0,Owasco Lake Profile,18.659,61.220179,0.44,2.59,15.47,5.15,58.5,6.32,325.9,0.1,0.14,0.77,7.72,11.861,,18.662,5.51,11.9,26.529,-57.7
8/20/2019,9:39:10,0,Owasco Lake Profile,18.663,61.233303,0.41,2.46,15.49,5.16,58.9,6.38,325.7,0.1,0.14,0.82,7.72,11.733,,18.662,5.51,11.9,26.535,-57.9
8/20/2019,9:39:15,0,Owasco Lake Profile,18.664,61.236584,0.3,1.98,15.49,5.16,59.6,6.47,325.6,0.1,0.14,0.82,7.72,11.649,,18.664,5.5,11.9,26.537,-58.1
8/20/2019,9:39:20,0,Owasco Lake Profile,18.664,61.236584,0.33,2.11,15.45,5.15,60.2,6.54,325.7,0.12,0.16,0.8,7.73,11.61,,18.666,5.5,11.9,26.538,-58.3
8/20/2019,9:39:25,0,Owasco Lake Profile,18.665,61.239865,0.22,1.67,15.47,5.15,60.7,6.6,325.9,0.13,0.17,0.74,7.73,11.559,,18.665,5.5,11.9,26.539,-58.5
8/20/2019,9:39:30,0,Owasco Lake Profile,18.665,61.239865,0.29,1.95,15.46,5.15,61,6.64,325.8,0.13,0.17,0.79,7.73,11.544,,18.67,5.5,11.9,26.54,-58.6
8/20/2019,9:39:35,0,Owasco Lake Profile,18.667,61.246427,0.37,2.28,15.46,5.15,61.2,6.66,325.7,0.12,0.16,0.81,7.73,11.541,,18.678,5.5,11.9,26.541,-58.6
8/20/2019,9:39:40,0,Owasco Lake Profile,18.668,61.249708,0.45,2.63,15.48,5.15,61.4,6.68,325.6,0.12,0.16,0.85,7.73,11.554,,18.674,5.5,11.9,26.543,-58.6
8/20/2019,9:39:45,0,Owasco Lake Profile,18.669,61.252989,0.34,2.16,15.5,5.16,61.6,6.7,325.6,0.11,0.15,0.83,7.74,11.547,,18.667,5.51,11.9,26.545,-58.7
8/20/2019,9:39:50,0,Owasco Lake Profile,18.67,61.25627,0.27,1.88,15.5,5.16,61.7,6.72,325.7,0.11,0.15,0.83,7.74,11.531,,18.671,5.51,11.9,26.546,-58.7
8/20/2019,9:39:55,0,Owasco Lake Profile,18.671,61.259551,0.57,3.15,15.48,5.16,61.8,6.73,325.8,0.13,0.17,0.8,7.74,11.494,,18.677,5.51,11.9,26.548,-58.7
8/20/2019,9:40:00,0,Owasco Lake Profile,18.672,61.262832,0.55,3.05,15.48,5.16,61.9,6.75,325.7,0.15,0.19,0.76,7.74,11.472,,18.675,5.51,11.9,26.55,-58.7
8/20/2019,9:40:05,0,Owasco Lake Profile,18.674,61.269394,0.59,3.25,15.44,5.14,62,6.75,325.7,0.15,0.19,0.76,7.74,11.467,,18.675,5.51,11.9,26.551,-58.7
8/20/2019,9:40:10,0,Owasco Lake Profile,18.675,61.272675,0.41,2.45,15.44,5.14,62,6.76,325.7,0.15,0.19,0.83,7.74,11.468,,18.688,5.51,11.9,26.554,-58.7
8/20/2019,9:40:15,0,Owasco Lake Profile,18.677,61.279237,0.27,1.85,15.45,5.15,62.1,6.77,325.6,0.16,0.19,0.83,7.74,11.465,,18.685,5.51,11.9,26.556,-58.7
8/20/2019,9:40:20,0,Owasco Lake Profile,18.679,61.285799,0.35,2.21,15.48,5.15,62.1,6.77,325.5,0.14,0.18,0.87,7.74,11.467,,18.693,5.51,11.9,26.559,-58.7
8/20/2019,9:40:25,0,Owasco Lake Profile,18.681,61.292361,0.28,1.9,15.51,5.17,62.1,6.77,325.4,0.12,0.16,0.92,7.74,11.465,,18.75,5.51,11.9,26.562,-58.7
8/20/2019,9:40:30,0,Owasco Lake Profile,18.753,61.528593,0.25,1.77,15.52,5.17,62.1,6.78,325.4,0.13,0.17,0.95,7.74,11.429,,19.359,5.51,11.9,26.665,-58.7
8/20/2019,9:40:35,0,Owasco Lake Profile,18.843,61.823883,0.29,1.96,15.52,5.17,62.2,6.79,325.2,0.12,0.16,0.96,7.74,11.388,,19.33,5.5,11.9,26.793,-58.7
8/20/2019,9:40:40,0,Owasco Lake Profile,18.934,62.122454,0.36,2.26,15.48,5.16,62.4,6.81,325.2,0.13,0.17,0.88,7.74,11.35,,19.335,5.5,11.9,26.922,-58.8
8/20/2019,9:40:45,0,Owasco Lake Profile,19.018,62.398058,0.4,2.43,15.46,5.15,62.6,6.84,325.3,0.14,0.18,0.88,7.74,11.322,,19.339,5.5,11.9,27.042,-58.9
8/20/2019,9:40:50,0,Owasco Lake Profile,19.108,62.693348,0.31,2.03,15.48,5.16,62.8,6.87,325.5,0.14,0.17,0.81,7.74,11.293,,19.34,5.5,11.9,27.17,-58.9
8/20/2019,9:40:55,0,Owasco Lake Profile,19.195,62.978795,0.19,1.53,15.46,5.15,62.9,6.89,325.6,0.12,0.16,0.8,7.74,11.286,,19.344,5.5,11.9,27.293,-59
8/20/2019,9:41:00,0,Owasco Lake Profile,19.282,63.264242,0.2,1.58,15.47,5.15,63.1,6.91,325.5,0.12,0.16,0.77,7.74,11.276,,19.345,5.5,11.9,27.417,-59.1
8/20/2019,9:41:05,0,Owasco Lake Profile,19.343,63.464383,0.24,1.75,15.47,5.15,63.3,6.93,325.6,0.12,0.16,0.74,7.74,11.25,,19.342,5.5,11.9,27.505,-59.1
8/20/2019,9:41:10,0,Owasco Lake Profile,19.341,63.457821,0.3,1.98,15.43,5.14,63.5,6.96,325.7,0.13,0.17,0.75,7.74,11.228,,19.343,5.5,11.9,27.501,-59.1
8/20/2019,9:41:15,0,Owasco Lake Profile,19.341,63.457821,0.27,1.88,15.45,5.15,63.6,6.97,325.7,0.15,0.19,0.73,7.74,11.215,,19.345,5.5,11.9,27.501,-59.1
8/20/2019,9:41:20,0,Owasco Lake Profile,19.343,63.464383,0.53,2.96,15.46,5.15,63.7,6.98,325.7,0.17,0.2,0.73,7.74,11.216,,19.348,5.5,11.9,27.504,-59.1
8/20/2019,9:41:25,0,Owasco Lake Profile,19.344,63.467664,0.7,3.7,15.42,5.14,63.8,6.99,325.6,0.17,0.2,0.78,7.74,11.223,,19.349,5.5,11.9,27.506,-59.1
8/20/2019,9:41:30,0,Owasco Lake Profile,19.346,63.474226,0.4,2.43,15.43,5.14,63.8,6.99,325.5,0.15,0.19,0.86,7.74,11.236,,19.352,5.5,11.9,27.508,-59.1
8/20/2019,9:41:35,0,Owasco Lake Profile,19.347,63.477507,0.35,2.22,15.42,5.14,63.8,6.99,325.4,0.15,0.19,0.87,7.74,11.238,,19.349,5.51,11.9,27.509,-59
8/20/2019,9:41:40,0,Owasco Lake Profile,19.348,63.480788,0.32,2.08,15.4,5.13,63.8,6.99,325.3,0.15,0.19,1.31,7.74,11.247,,19.351,5.51,11.9,27.511,-59
8/20/2019,9:41:45,0,Owasco Lake Profile,19.349,63.484069,0.35,2.21,15.45,5.15,63.8,6.99,325.1,0.14,0.18,1.43,7.74,11.251,,19.346,5.5,11.9,27.512,-59
8/20/2019,9:41:50,0,Owasco Lake Profile,19.35,63.48735,0.31,2.04,15.45,5.15,63.8,6.99,325.1,0.15,0.19,1.4,7.74,11.241,,19.35,5.5,11.9,27.514,-59
8/20/2019,9:41:55,0,Owasco Lake Profile,19.353,63.497193,0.36,2.27,15.43,5.14,63.9,7,325.3,0.16,0.2,1.05,7.74,11.22,,19.386,5.5,11.9,27.518,-59
8/20/2019,9:42:00,0,Owasco Lake Profile,19.359,63.516879,0.37,2.3,15.42,5.14,63.9,7.01,325.3,0.14,0.18,0.92,7.74,11.213,,19.386,5.5,11.9,27.527,-59
8/20/2019,9:42:05,0,Owasco Lake Profile,19.365,63.536565,0.33,2.12,15.4,5.13,64,7.01,325.4,0.14,0.17,0.96,7.74,11.202,,19.393,5.51,11.9,27.535,-59
8/20/2019,9:42:10,0,Owasco Lake Profile,19.372,63.559532,0.37,2.29,15.39,5.13,64,7.02,325.4,0.14,0.18,0.89,7.74,11.186,,19.409,5.51,11.9,27.545,-59.1
8/20/2019,9:42:15,0,Owasco Lake Profile,19.379,63.582499,0.34,2.15,15.4,5.13,64.1,7.03,325.4,0.15,0.18,0.92,7.74,11.172,,19.404,5.51,11.9,27.556,-59.1
8/20/2019,9:42:20,0,Owasco Lake Profile,19.387,63.608747,0.33,2.11,15.41,5.13,64.1,7.04,325.3,0.13,0.16,0.9,7.74,11.176,,19.411,5.51,11.9,27.567,-59.1
8/20/2019,9:42:25,0,Owasco Lake Profile,19.396,63.638276,0.27,1.85,15.42,5.14,64.2,7.04,325.3,0.12,0.16,0.83,7.75,11.179,,19.416,5.51,11.9,27.579,-59.2
8/20/2019,9:42:30,0,Owasco Lake Profile,20.126,66.033406,0.24,1.73,15.45,5.15,64.2,7.05,325.4,0.12,0.16,0.79,7.75,11.11,,20.119,5.51,11.9,28.617,-59.3
8/20/2019,9:42:35,0,Owasco Lake Profile,20.134,66.059654,0.25,1.76,15.47,5.15,64.2,7.07,325.4,0.13,0.17,0.85,7.75,11,,20.136,5.5,11.9,28.63,-59.4
8/20/2019,9:42:40,0,Owasco Lake Profile,20.136,66.066216,0.26,1.84,15.47,5.15,64.4,7.11,325.5,0.13,0.17,0.87,7.75,10.88,,20.137,5.5,11.9,28.632,-59.4
8/20/2019,9:42:45,0,Owasco Lake Profile,20.134,66.059654,0.18,1.49,15.46,5.15,64.6,7.15,325.7,0.12,0.16,0.88,7.75,10.838,,20.12,5.51,11.9,28.63,-59.5
8/20/2019,9:42:50,0,Owasco Lake Profile,20.131,66.049811,0.11,1.19,15.45,5.15,64.9,7.18,325.8,0.1,0.14,0.9,7.75,10.802,,20.126,5.51,11.9,28.626,-59.6
8/20/2019,9:42:55,0,Owasco Lake Profile,20.133,66.056373,0.11,1.17,15.42,5.14,65,7.2,325.6,0.08,0.12,0.99,7.75,10.784,,20.153,5.5,11.9,28.629,-59.6
8/20/2019,9:43:00,0,Owasco Lake Profile,20.137,66.069497,0.18,1.49,15.41,5.13,65.1,7.2,325.4,0.1,0.14,0.95,7.75,10.782,,20.157,5.5,11.9,28.634,-59.6
8/20/2019,9:43:05,0,Owasco Lake Profile,20.14,66.07934,0.19,1.54,15.42,5.14,65.1,7.21,325.2,0.1,0.14,0.83,7.75,10.773,,20.153,5.51,11.9,28.638,-59.5
8/20/2019,9:43:10,0,Owasco Lake Profile,20.142,66.085902,0.13,1.25,15.41,5.13,65.1,7.21,325.2,0.11,0.15,0.78,7.75,10.769,,20.158,5.51,11.9,28.642,-59.5
8/20/2019,9:43:15,0,Owasco Lake Profile,20.146,66.099026,0.12,1.21,15.43,5.14,65.1,7.21,325.2,0.12,0.16,0.78,7.75,10.758,,20.169,5.5,11.9,28.648,-59.5
8/20/2019,9:43:20,0,Owasco Lake Profile,20.151,66.115431,0.2,1.58,15.45,5.15,65.1,7.22,325.2,0.11,0.15,0.73,7.75,10.755,,20.169,5.5,11.9,28.654,-59.5
8/20/2019,9:43:25,0,Owasco Lake Profile,20.157,66.135117,0.11,1.19,15.42,5.14,65.1,7.22,325.2,0.11,0.15,0.72,7.75,10.742,,20.173,5.5,11.9,28.663,-59.4
8/20/2019,9:43:30,0,Owasco Lake Profile,20.163,66.154803,0.1,1.13,15.4,5.13,65.1,7.22,325.1,0.1,0.14,0.73,7.75,10.74,,20.171,5.5,11.9,28.671,-59.4
8/20/2019,9:43:35,0,Owasco Lake Profile,20.165,66.161365,0.14,1.33,15.39,5.13,65.1,7.22,325.1,0.1,0.14,0.83,7.75,10.737,,20.17,5.51,11.9,28.674,-59.4
8/20/2019,9:43:40,0,Owasco Lake Profile,20.167,66.167927,0.24,1.74,15.39,5.13,65.1,7.22,325.1,0.1,0.14,0.87,7.75,10.737,,20.173,5.51,11.9,28.677,-59.4
8/20/2019,9:43:45,0,Owasco Lake Profile,20.169,66.174489,0.31,2.04,15.38,5.12,65.1,7.22,325.3,0.11,0.15,0.84,7.75,10.737,,20.171,5.51,11.9,28.68,-59.4
