Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Depth m,depth (ft),Chlorophyll RFU,Chlorophyll ug/L,fDOM QSU,fDOM RFU,ODO % sat,ODO mg/L,SpCond S/cm,BGA PC RFU,BGA PC ug/L,Turbidity FNU,pH,Temp C,,Vertical Position m,Battery V,Cable Pwr V,Pressure psi a,pH mV
8/20/2019,9:21:50,0,Owasco Lake Profile,8.941,29.335421,1.23,5.98,17.82,5.93,93.8,8.01,303.2,0.09,0.13,1.65,8.55,23.183,,8.944,5.5,11.9,12.686,-107.7
8/20/2019,9:21:55,0,Owasco Lake Profile,8.941,29.335421,0.85,4.36,17.83,5.94,93.7,8.01,303.2,0.11,0.15,1.59,8.55,23.174,,8.937,5.49,11.8,12.686,-107.7
8/20/2019,9:22:00,0,Owasco Lake Profile,8.941,29.335421,0.95,4.77,17.87,5.95,93.7,8.01,303.3,0.09,0.13,1.57,8.55,23.151,,8.943,5.49,11.8,12.686,-107.6
8/20/2019,9:22:05,0,Owasco Lake Profile,8.941,29.335421,1.73,8.09,17.89,5.96,93.6,8,303.3,0.08,0.12,1.55,8.55,23.14,,8.941,5.49,11.9,12.686,-107.6
8/20/2019,9:22:10,0,Owasco Lake Profile,8.94,29.33214,1.05,5.18,17.88,5.96,93.5,8,303.4,0.08,0.12,1.68,8.55,23.133,,8.936,5.49,11.9,12.686,-107.6
8/20/2019,9:22:15,0,Owasco Lake Profile,8.94,29.33214,1.49,7.08,17.76,5.92,93.4,7.98,303.3,0.06,0.1,1.84,8.55,23.126,,8.942,5.5,11.9,12.686,-107.6
8/20/2019,9:22:20,0,Owasco Lake Profile,8.94,29.33214,0.94,4.73,17.63,5.87,93.2,7.97,303.3,0.05,0.1,1.93,8.55,23.096,,8.941,5.5,11.9,12.686,-107.6
8/20/2019,9:22:25,0,Owasco Lake Profile,8.94,29.33214,3.01,13.57,17.52,5.84,93.1,7.97,303.3,0.09,0.13,2.22,8.55,23.063,,8.944,5.5,11.9,12.686,-107.6
8/20/2019,9:22:30,0,Owasco Lake Profile,8.94,29.33214,1.66,7.81,17.41,5.8,93,7.97,303.3,0.1,0.14,2.4,8.55,23.049,,8.939,5.5,11.9,12.686,-107.6
8/20/2019,9:22:35,0,Owasco Lake Profile,8.941,29.335421,3.24,14.53,17.31,5.76,93.1,7.97,303.2,0.11,0.15,2.37,8.55,23.044,,8.947,5.5,11.9,12.686,-107.6
8/20/2019,9:22:40,0,Owasco Lake Profile,8.959,29.394479,0.7,3.71,16.93,5.64,88.8,7.62,303.6,0.1,0.14,1.85,8.55,22.907,,9.206,5.5,11.9,12.713,-107.4
8/20/2019,9:22:45,0,Owasco Lake Profile,9.917,32.537677,0.29,1.95,16.8,5.6,74.4,6.82,323.2,0.08,0.12,1.39,8.09,19.682,,9.917,5.5,11.9,14.082,-80
8/20/2019,9:22:50,0,Owasco Lake Profile,9.847,32.308007,0.35,2.21,16.52,5.5,66.1,6.26,332.5,0.06,0.1,1.17,8.03,17.919,,9.8,5.5,11.9,13.988,-76.2
8/20/2019,9:22:55,0,Owasco Lake Profile,9.842,32.291602,0.32,2.09,16.14,5.38,63.2,5.98,328.4,0.07,0.11,1.08,7.88,17.97,,9.841,5.5,11.9,13.98,-68
8/20/2019,9:23:00,0,Owasco Lake Profile,9.842,32.291602,0.24,1.73,16.14,5.38,61.5,5.82,326.6,0.07,0.11,1.12,7.86,17.952,,9.842,5.5,11.9,13.981,-66.6
8/20/2019,9:23:05,0,Owasco Lake Profile,9.842,32.291602,0.27,1.88,15.85,5.28,60.3,5.72,326.6,0.07,0.11,1.14,7.85,17.922,,9.843,5.5,11.9,13.981,-65.9
8/20/2019,9:23:10,0,Owasco Lake Profile,9.842,32.291602,0.3,2,15.71,5.23,58.5,5.53,326,0.06,0.1,1.12,7.84,17.973,,9.841,5.5,11.9,13.981,-65.3
8/20/2019,9:23:15,0,Owasco Lake Profile,9.843,32.294883,0.3,1.99,15.67,5.22,57.1,5.39,324.7,0.05,0.09,1.09,7.83,18.064,,9.842,5.49,11.9,13.981,-64.8
8/20/2019,9:23:20,0,Owasco Lake Profile,9.843,32.294883,0.31,2.02,15.63,5.21,55.9,5.27,323.8,0.05,0.09,1.11,7.82,18.135,,9.843,5.49,11.9,13.982,-64.5
8/20/2019,9:23:25,0,Owasco Lake Profile,9.84,32.28504,0.28,1.92,15.61,5.2,55,5.2,324.4,0.06,0.1,1.16,7.81,18.018,,9.845,5.5,11.9,13.977,-63.8
8/20/2019,9:23:30,0,Owasco Lake Profile,9.843,32.294883,0.29,1.95,15.64,5.21,54.5,5.16,324.8,0.06,0.1,1.19,7.8,17.926,,9.842,5.5,11.9,13.982,-63.3
8/20/2019,9:23:35,0,Owasco Lake Profile,9.844,32.298164,0.31,2.04,15.67,5.22,54.2,5.13,324.9,0.06,0.1,1.3,7.79,17.907,,9.845,5.5,11.9,13.983,-62.9
8/20/2019,9:23:40,0,Owasco Lake Profile,9.844,32.298164,0.27,1.87,15.72,5.24,54,5.11,324.8,0.06,0.1,1.25,7.79,17.936,,9.848,5.5,11.9,13.983,-62.6
8/20/2019,9:23:45,0,Owasco Lake Profile,9.844,32.298164,0.21,1.63,15.71,5.23,53.7,5.09,325,0.06,0.1,1.22,7.78,17.916,,9.847,5.5,11.9,13.984,-62.4
8/20/2019,9:23:50,0,Owasco Lake Profile,9.845,32.301445,0.23,1.68,15.7,5.23,53.6,5.08,325.1,0.05,0.09,1.13,7.78,17.891,,9.845,5.5,11.9,13.984,-62.1
8/20/2019,9:23:55,0,Owasco Lake Profile,9.845,32.301445,0.34,2.17,15.71,5.23,53.4,5.06,324.5,0.03,0.07,1.2,7.78,17.928,,9.851,5.5,11.9,13.985,-62
8/20/2019,9:24:00,0,Owasco Lake Profile,9.845,32.301445,0.35,2.21,15.71,5.23,53.2,5.04,324.1,0.03,0.08,1.15,7.77,17.927,,9.846,5.5,11.9,13.985,-61.8
8/20/2019,9:24:05,0,Owasco Lake Profile,9.846,32.304726,0.29,1.95,15.75,5.25,53,5.02,324.3,0.04,0.08,1.14,7.77,17.86,,9.853,5.5,11.9,13.986,-61.6
8/20/2019,9:24:10,0,Owasco Lake Profile,9.846,32.304726,0.31,2.04,15.77,5.25,52.9,5.02,324.4,0.05,0.09,1.07,7.77,17.801,,9.847,5.5,11.9,13.987,-61.5
8/20/2019,9:24:15,0,Owasco Lake Profile,9.847,32.308007,0.39,2.39,15.79,5.26,52.8,5.02,324.4,0.07,0.11,1.1,7.77,17.776,,9.849,5.5,11.9,13.988,-61.3
8/20/2019,9:24:20,0,Owasco Lake Profile,9.847,32.308007,0.4,2.44,15.83,5.27,52.8,5.01,324.4,0.05,0.09,1.12,7.76,17.773,,9.847,5.5,11.9,13.988,-61.2
8/20/2019,9:24:25,0,Owasco Lake Profile,9.847,32.308007,0.29,1.95,15.84,5.28,52.7,5.01,324.4,0.05,0.09,1.18,7.76,17.771,,9.846,5.49,11.9,13.988,-61.1
8/20/2019,9:24:30,0,Owasco Lake Profile,9.852,32.324412,0.24,1.75,15.85,5.28,52.5,4.99,324.3,0.06,0.1,1.18,7.76,17.754,,10.008,5.49,11.9,13.996,-61
8/20/2019,9:24:35,0,Owasco Lake Profile,9.882,32.422842,0.23,1.71,15.87,5.29,52.4,4.98,324.2,0.06,0.1,1.19,7.76,17.691,,10.062,5.5,11.9,14.037,-60.8
8/20/2019,9:24:40,0,Owasco Lake Profile,9.911,32.517991,0.28,1.93,15.85,5.28,52.2,4.98,324.5,0.09,0.13,1.13,7.76,17.576,,10.07,5.5,11.9,14.079,-60.7
8/20/2019,9:24:45,0,Owasco Lake Profile,10.801,35.438081,0.24,1.73,15.85,5.28,51.9,4.97,324.8,0.09,0.13,1.15,7.75,17.408,,10.786,5.5,11.9,15.344,-60.5
8/20/2019,9:24:50,0,Owasco Lake Profile,10.83,35.53323,0.17,1.45,15.85,5.28,51.7,4.97,325.1,0.08,0.12,1.13,7.75,17.229,,10.834,5.5,11.9,15.386,-60.2
8/20/2019,9:24:55,0,Owasco Lake Profile,10.832,35.539792,0.23,1.69,15.82,5.27,51.5,4.97,325.5,0.07,0.12,1.21,7.74,17.062,,10.834,5.5,11.9,15.389,-60
8/20/2019,9:25:00,0,Owasco Lake Profile,10.832,35.539792,0.25,1.78,15.81,5.27,51.5,4.97,325.6,0.06,0.11,1.28,7.74,17.022,,10.836,5.5,11.9,15.39,-59.8
8/20/2019,9:25:05,0,Owasco Lake Profile,10.832,35.539792,0.29,1.97,15.79,5.26,51.4,4.97,325.5,0.05,0.1,1.31,7.74,17.006,,10.832,5.5,11.9,15.39,-59.5
8/20/2019,9:25:10,0,Owasco Lake Profile,10.833,35.543073,0.31,2.05,15.79,5.26,51.3,4.96,325.5,0.06,0.1,1.21,7.73,16.995,,10.837,5.5,11.9,15.391,-59.4
8/20/2019,9:25:15,0,Owasco Lake Profile,10.834,35.546354,0.31,2.04,15.81,5.27,51.3,4.95,325.5,0.07,0.11,1.18,7.73,16.98,,10.837,5.5,11.9,15.392,-59.3
8/20/2019,9:25:20,0,Owasco Lake Profile,10.834,35.546354,0.27,1.86,15.81,5.27,51.3,4.95,325.4,0.08,0.12,1.2,7.73,16.966,,10.837,5.5,11.9,15.392,-59.2
8/20/2019,9:25:25,0,Owasco Lake Profile,10.835,35.549635,0.26,1.82,15.83,5.27,51.2,4.95,325.3,0.06,0.1,1.23,7.73,16.964,,10.841,5.5,11.9,15.393,-59.1
8/20/2019,9:25:30,0,Owasco Lake Profile,10.835,35.549635,0.3,1.97,15.84,5.28,51.2,4.95,325.3,0.06,0.11,1.23,7.73,16.958,,10.84,5.5,11.9,15.394,-59
8/20/2019,9:25:35,0,Owasco Lake Profile,10.836,35.552916,0.24,1.74,15.85,5.28,51.2,4.95,325.2,0.06,0.1,1.24,7.73,16.966,,10.836,5.5,11.9,15.395,-58.9
8/20/2019,9:25:40,0,Owasco Lake Profile,10.837,35.556197,0.3,1.99,15.86,5.28,51.2,4.95,325,0.08,0.12,1.23,7.73,16.974,,10.842,5.5,11.9,15.396,-58.9
8/20/2019,9:25:45,0,Owasco Lake Profile,10.837,35.556197,0.31,2.04,15.83,5.27,51.2,4.94,324.9,0.07,0.11,1.24,7.72,16.979,,10.843,5.5,11.9,15.397,-58.8
8/20/2019,9:25:50,0,Owasco Lake Profile,10.855,35.615255,0.26,1.81,15.79,5.26,51.1,4.94,325,0.07,0.11,1.2,7.72,16.968,,11.188,5.5,11.9,15.422,-58.7
8/20/2019,9:25:55,0,Owasco Lake Profile,11.787,38.673147,0.22,1.67,15.8,5.26,50.7,4.91,325.2,0.05,0.09,1.16,7.72,16.786,,11.789,5.5,11.9,16.747,-58.6
8/20/2019,9:26:00,0,Owasco Lake Profile,11.802,38.722362,0.2,1.56,15.8,5.26,50.3,4.9,325.6,0.06,0.1,1.06,7.72,16.515,,11.804,5.5,11.9,16.769,-58.5
8/20/2019,9:26:05,0,Owasco Lake Profile,11.804,38.728924,0.25,1.8,15.88,5.29,50.1,4.91,325.9,0.06,0.1,0.94,7.72,16.314,,11.807,5.5,11.9,16.772,-58.3
8/20/2019,9:26:10,0,Owasco Lake Profile,11.804,38.728924,0.28,1.92,15.87,5.29,50.2,4.92,326,0.07,0.11,0.89,7.71,16.241,,11.807,5.5,11.9,16.773,-58.2
8/20/2019,9:26:15,0,Owasco Lake Profile,11.805,38.732205,0.19,1.51,15.84,5.28,50.2,4.93,326.3,0.07,0.11,0.88,7.71,16.152,,11.806,5.5,11.9,16.774,-58.1
8/20/2019,9:26:20,0,Owasco Lake Profile,11.806,38.735486,0.21,1.59,15.86,5.28,50.2,4.95,326.7,0.09,0.13,0.87,7.71,16.041,,11.809,5.5,11.9,16.775,-58
8/20/2019,9:26:25,0,Owasco Lake Profile,11.806,38.735486,0.2,1.55,15.83,5.27,50.3,4.97,326.9,0.06,0.1,0.83,7.71,15.974,,11.811,5.5,11.9,16.776,-57.9
8/20/2019,9:26:30,0,Owasco Lake Profile,11.807,38.738767,0.21,1.6,15.81,5.27,50.4,4.98,326.8,0.07,0.11,0.82,7.71,15.956,,11.808,5.5,11.9,16.777,-57.8
8/20/2019,9:26:35,0,Owasco Lake Profile,11.808,38.742048,0.27,1.85,15.84,5.27,50.5,4.98,326.8,0.06,0.1,0.81,7.71,15.958,,11.811,5.5,11.9,16.779,-57.7
8/20/2019,9:26:40,0,Owasco Lake Profile,11.808,38.742048,0.25,1.79,15.83,5.27,50.5,4.98,326.7,0.05,0.09,0.8,7.71,15.957,,11.808,5.5,11.9,16.78,-57.7
8/20/2019,9:26:45,0,Owasco Lake Profile,11.809,38.745329,0.27,1.85,15.83,5.27,50.5,4.98,326.4,0.06,0.1,0.78,7.71,15.959,,11.81,5.5,11.9,16.781,-57.6
8/20/2019,9:26:50,0,Owasco Lake Profile,11.81,38.74861,0.25,1.8,15.87,5.29,50.4,4.98,326.1,0.06,0.1,0.79,7.7,15.96,,11.808,5.5,11.9,16.781,-57.6
8/20/2019,9:26:55,0,Owasco Lake Profile,11.81,38.74861,0.17,1.45,15.86,5.28,50.4,4.98,326,0.08,0.12,0.84,7.7,15.955,,11.809,5.5,11.9,16.782,-57.5
8/20/2019,9:27:00,0,Owasco Lake Profile,11.81,38.74861,0.18,1.46,15.85,5.28,50.4,4.98,325.8,0.07,0.11,0.83,7.7,15.948,,11.813,5.5,11.9,16.782,-57.5
8/20/2019,9:27:05,0,Owasco Lake Profile,11.811,38.751891,0.18,1.48,15.86,5.28,50.4,4.98,325.8,0.06,0.1,0.87,7.7,15.946,,11.812,5.5,11.9,16.783,-57.5
8/20/2019,9:27:10,0,Owasco Lake Profile,11.811,38.751891,0.17,1.44,15.86,5.28,50.4,4.98,325.8,0.08,0.12,0.86,7.7,15.944,,11.809,5.5,11.9,16.783,-57.4
8/20/2019,9:27:15,0,Owasco Lake Profile,11.811,38.751891,0.18,1.48,15.9,5.3,50.4,4.98,325.7,0.06,0.1,0.84,7.7,15.947,,11.848,5.5,11.9,16.784,-57.4
8/20/2019,9:27:20,0,Owasco Lake Profile,11.831,38.817511,0.17,1.45,15.9,5.3,50.4,4.98,325.7,0.07,0.11,0.84,7.7,15.915,,12.113,5.5,11.9,16.812,-57.4
8/20/2019,9:27:25,0,Owasco Lake Profile,12.755,41.849155,0.19,1.51,15.88,5.29,50.2,4.98,325.9,0.07,0.11,0.85,7.7,15.755,,12.749,5.5,11.9,18.126,-57.3
8/20/2019,9:27:30,0,Owasco Lake Profile,12.754,41.845874,0.21,1.62,15.88,5.29,50,4.97,326.2,0.09,0.13,0.84,7.7,15.551,,12.757,5.5,11.9,18.124,-57.2
8/20/2019,9:27:35,0,Owasco Lake Profile,12.753,41.842593,0.33,2.13,15.85,5.28,49.9,4.98,326.2,0.09,0.13,0.81,7.7,15.406,,12.751,5.5,11.9,18.124,-57.2
8/20/2019,9:27:40,0,Owasco Lake Profile,12.753,41.842593,0.24,1.74,15.83,5.27,50,5,325.9,0.09,0.13,0.76,7.7,15.343,,12.752,5.5,11.9,18.124,-57.1
8/20/2019,9:27:45,0,Owasco Lake Profile,12.753,41.842593,0.23,1.7,15.82,5.27,50.1,5.02,326,0.08,0.12,0.79,7.7,15.262,,12.752,5.5,11.9,18.124,-57
8/20/2019,9:27:50,0,Owasco Lake Profile,12.753,41.842593,0.22,1.63,15.82,5.27,50.2,5.04,326.4,0.06,0.1,0.76,7.7,15.184,,12.755,5.5,11.9,18.124,-57
8/20/2019,9:27:55,0,Owasco Lake Profile,12.754,41.845874,0.21,1.63,15.81,5.27,50.3,5.05,326.6,0.07,0.11,0.78,7.69,15.142,,12.755,5.5,11.9,18.125,-56.9
8/20/2019,9:28:00,0,Owasco Lake Profile,12.754,41.845874,0.29,1.96,15.85,5.28,50.3,5.06,326.6,0.07,0.11,0.82,7.69,15.124,,12.759,5.5,11.9,18.126,-56.8
8/20/2019,9:28:05,0,Owasco Lake Profile,12.755,41.849155,0.28,1.93,15.86,5.28,50.4,5.06,326.5,0.07,0.11,1,7.69,15.12,,12.759,5.5,11.9,18.127,-56.8
8/20/2019,9:28:10,0,Owasco Lake Profile,12.756,41.852436,0.26,1.82,15.83,5.27,50.4,5.06,326.4,0.07,0.11,1.09,7.69,15.116,,12.761,5.5,11.9,18.128,-56.8
8/20/2019,9:28:15,0,Owasco Lake Profile,12.757,41.855717,0.29,1.97,15.83,5.27,50.4,5.06,326.2,0.07,0.11,1.12,7.69,15.127,,12.757,5.5,11.9,18.129,-56.7
8/20/2019,9:28:20,0,Owasco Lake Profile,12.757,41.855717,0.3,1.99,15.83,5.27,50.4,5.06,326.1,0.07,0.11,0.97,7.69,15.122,,12.761,5.5,11.9,18.131,-56.7
8/20/2019,9:28:25,0,Owasco Lake Profile,12.759,41.862279,0.18,1.49,15.87,5.28,50.4,5.06,326,0.08,0.12,0.87,7.69,15.117,,12.762,5.5,11.9,18.132,-56.7
8/20/2019,9:28:30,0,Owasco Lake Profile,12.759,41.862279,0.15,1.34,15.89,5.29,50.4,5.06,326.1,0.09,0.13,0.83,7.69,15.108,,12.766,5.5,11.9,18.133,-56.6
8/20/2019,9:28:35,0,Owasco Lake Profile,12.76,41.86556,0.2,1.58,15.91,5.3,50.4,5.06,326.1,0.09,0.13,0.88,7.69,15.109,,12.762,5.5,11.9,18.134,-56.6
8/20/2019,9:28:40,0,Owasco Lake Profile,12.771,41.901651,0.23,1.7,15.91,5.3,50.4,5.06,326,0.1,0.14,0.92,7.69,15.094,,12.968,5.5,11.9,18.15,-56.6
8/20/2019,9:28:45,0,Owasco Lake Profile,13.663,44.828303,0.26,1.81,15.91,5.3,50.2,5.05,326.1,0.09,0.13,0.89,7.69,15.038,,13.651,5.5,11.9,19.418,-56.5
8/20/2019,9:28:50,0,Owasco Lake Profile,13.578,44.549418,0.31,2.06,15.94,5.31,49.7,5.01,326.3,0.08,0.12,0.84,7.69,14.924,,13.561,5.5,11.9,19.297,-56.3
8/20/2019,9:28:55,0,Owasco Lake Profile,13.569,44.519889,0.25,1.79,15.92,5.3,48.9,4.95,326.8,0.08,0.12,0.85,7.68,14.79,,13.561,5.5,11.9,19.284,-56.1
8/20/2019,9:29:00,0,Owasco Lake Profile,13.567,44.513327,0.25,1.79,15.94,5.31,48.3,4.89,326.8,0.08,0.12,0.85,7.68,14.756,,13.563,5.5,11.9,19.282,-55.8
8/20/2019,9:29:05,0,Owasco Lake Profile,13.566,44.510046,0.36,2.24,15.95,5.31,48,4.86,326.9,0.08,0.12,0.92,7.67,14.747,,13.563,5.5,11.9,19.282,-55.6
8/20/2019,9:29:10,0,Owasco Lake Profile,13.567,44.513327,0.44,2.58,15.94,5.31,47.7,4.84,326.9,0.09,0.13,0.91,7.67,14.742,,13.571,5.5,11.9,19.282,-55.4
8/20/2019,9:29:15,0,Owasco Lake Profile,13.567,44.513327,0.3,2,15.93,5.31,47.5,4.81,327,0.08,0.12,0.92,7.67,14.728,,13.57,5.5,11.9,19.282,-55.3
8/20/2019,9:29:20,0,Owasco Lake Profile,13.567,44.513327,0.21,1.6,15.93,5.31,47.3,4.79,327.1,0.09,0.13,1.03,7.67,14.723,,13.566,5.5,11.9,19.282,-55.2
8/20/2019,9:29:25,0,Owasco Lake Profile,13.566,44.510046,0.24,1.73,15.92,5.3,47.1,4.77,327,0.09,0.13,1,7.66,14.721,,13.571,5.5,11.9,19.281,-55.1
8/20/2019,9:29:30,0,Owasco Lake Profile,13.567,44.513327,0.39,2.36,15.94,5.31,46.9,4.75,326.8,0.1,0.14,1,7.66,14.718,,13.567,5.5,11.9,19.282,-55
8/20/2019,9:29:35,0,Owasco Lake Profile,13.568,44.516608,0.37,2.3,15.97,5.32,46.8,4.74,326.8,0.11,0.15,0.95,7.66,14.717,,13.567,5.5,11.9,19.283,-55
8/20/2019,9:29:40,0,Owasco Lake Profile,13.568,44.516608,0.34,2.17,15.95,5.31,46.7,4.73,326.9,0.1,0.14,0.96,7.66,14.707,,13.571,5.5,11.9,19.284,-54.9
8/20/2019,9:29:45,0,Owasco Lake Profile,13.569,44.519889,0.39,2.37,15.97,5.32,46.7,4.73,326.8,0.1,0.14,0.87,7.66,14.714,,13.569,5.5,11.9,19.285,-54.9
8/20/2019,9:29:50,0,Owasco Lake Profile,13.569,44.519889,0.27,1.85,15.96,5.32,46.7,4.73,326.9,0.08,0.12,0.82,7.66,14.698,,13.57,5.5,11.9,19.285,-54.9
8/20/2019,9:29:55,0,Owasco Lake Profile,13.57,44.52317,0.22,1.66,15.94,5.31,46.6,4.73,327.1,0.09,0.13,0.84,7.66,14.665,,13.574,5.5,11.9,19.287,-54.9
8/20/2019,9:30:00,0,Owasco Lake Profile,13.584,44.569104,0.18,1.47,15.93,5.31,46.7,4.74,327.3,0.09,0.13,0.98,7.66,14.612,,13.754,5.5,11.9,19.307,-54.9
8/20/2019,9:30:05,0,Owasco Lake Profile,14.371,47.151251,0.23,1.7,15.91,5.3,46.8,4.76,327.4,0.09,0.13,1.02,7.66,14.475,,14.363,5.5,11.9,20.426,-55
8/20/2019,9:30:10,0,Owasco Lake Profile,14.37,47.14797,0.37,2.28,15.91,5.3,47,4.8,327.6,0.09,0.13,1.02,7.66,14.281,,14.374,5.5,11.9,20.425,-55
8/20/2019,9:30:15,0,Owasco Lake Profile,14.371,47.151251,0.5,2.86,15.91,5.3,47.2,4.84,327.6,0.1,0.14,0.99,7.66,14.139,,14.373,5.5,11.9,20.427,-55.1
8/20/2019,9:30:20,0,Owasco Lake Profile,14.372,47.154532,0.56,3.1,15.87,5.29,47.4,4.87,327.6,0.1,0.14,0.94,7.67,14.077,,14.377,5.5,11.9,20.428,-55.1
8/20/2019,9:30:25,0,Owasco Lake Profile,14.372,47.154532,0.68,3.61,15.83,5.27,47.5,4.88,327.6,0.12,0.16,0.93,7.67,14.025,,14.371,5.5,11.9,20.429,-55.1
8/20/2019,9:30:30,0,Owasco Lake Profile,14.372,47.154532,0.69,3.67,15.78,5.26,47.5,4.89,327.7,0.12,0.16,0.91,7.67,13.967,,14.374,5.5,11.9,20.429,-55.1
8/20/2019,9:30:35,0,Owasco Lake Profile,14.373,47.157813,0.59,3.24,15.8,5.26,47.8,4.92,327.7,0.13,0.17,0.95,7.67,13.941,,14.377,5.5,11.9,20.43,-55.1
8/20/2019,9:30:40,0,Owasco Lake Profile,14.373,47.157813,0.55,3.07,15.81,5.27,48.1,4.96,328,0.13,0.17,0.97,7.67,13.9,,14.376,5.5,11.9,20.43,-55.1
8/20/2019,9:30:45,0,Owasco Lake Profile,14.373,47.157813,0.66,3.51,15.82,5.27,48.4,4.99,328.2,0.12,0.16,0.92,7.67,13.873,,14.378,5.5,11.9,20.431,-55.1
8/20/2019,9:30:50,0,Owasco Lake Profile,14.374,47.161094,0.67,3.57,15.88,5.29,48.4,5,328.1,0.12,0.16,0.96,7.67,13.866,,14.373,5.5,11.9,20.432,-55.1
8/20/2019,9:30:55,0,Owasco Lake Profile,14.374,47.161094,0.73,3.84,15.87,5.29,48.5,5.01,327.9,0.1,0.14,0.95,7.67,13.85,,14.378,5.5,11.9,20.432,-55.1
8/20/2019,9:31:00,0,Owasco Lake Profile,14.375,47.164375,0.6,3.27,15.86,5.28,48.6,5.02,327.6,0.1,0.14,0.99,7.66,13.848,,14.375,5.5,11.9,20.433,-55
8/20/2019,9:31:05,0,Owasco Lake Profile,14.375,47.164375,0.63,3.4,15.85,5.28,48.7,5.03,327.6,0.1,0.14,0.99,7.66,13.828,,14.372,5.5,11.9,20.434,-55
8/20/2019,9:31:10,0,Owasco Lake Profile,14.375,47.164375,0.55,3.07,15.81,5.27,48.7,5.03,327.4,0.1,0.14,0.99,7.66,13.81,,14.377,5.5,11.9,20.434,-55
8/20/2019,9:31:15,0,Owasco Lake Profile,14.376,47.167656,0.56,3.09,15.77,5.25,48.6,5.03,327.2,0.11,0.15,0.91,7.66,13.793,,14.377,5.5,11.9,20.434,-55
8/20/2019,9:31:20,0,Owasco Lake Profile,14.376,47.167656,0.64,3.45,15.8,5.26,48.6,5.02,327.1,0.12,0.16,0.87,7.66,13.79,,14.378,5.5,11.9,20.435,-54.9
8/20/2019,9:31:25,0,Owasco Lake Profile,14.376,47.167656,0.7,3.72,15.82,5.27,48.6,5.02,327.3,0.15,0.19,0.87,7.66,13.779,,14.378,5.5,11.9,20.435,-54.9
8/20/2019,9:31:30,0,Owasco Lake Profile,14.38,47.18078,0.85,4.36,15.8,5.26,48.6,5.03,327.4,0.17,0.21,0.93,7.66,13.77,,14.491,5.5,11.9,20.441,-54.9
8/20/2019,9:31:35,0,Owasco Lake Profile,15.143,49.684183,0.72,3.8,15.81,5.27,48.5,5.03,327.3,0.17,0.21,0.94,7.66,13.714,,15.064,5.5,11.9,21.525,-54.9
8/20/2019,9:31:40,0,Owasco Lake Profile,15.163,49.749803,0.49,2.81,15.76,5.25,48.8,5.07,327.1,0.17,0.21,1.01,7.67,13.611,,15.15,5.5,11.9,21.555,-55.1
8/20/2019,9:31:45,0,Owasco Lake Profile,15.158,49.733398,0.57,3.16,15.7,5.23,49.4,5.14,326.9,0.16,0.2,1.02,7.67,13.46,,15.171,5.5,11.9,21.548,-55.2
8/20/2019,9:31:50,0,Owasco Lake Profile,15.161,49.743241,0.76,3.97,15.66,5.22,50.2,5.23,326.8,0.13,0.17,1.07,7.67,13.382,,15.167,5.5,11.9,21.552,-55.4
8/20/2019,9:31:55,0,Owasco Lake Profile,15.163,49.749803,0.9,4.55,15.65,5.21,50.8,5.31,327,0.15,0.19,0.98,7.68,13.295,,15.169,5.5,11.9,21.555,-55.6
8/20/2019,9:32:00,0,Owasco Lake Profile,15.165,49.756365,0.68,3.61,15.65,5.21,51.4,5.38,327.1,0.15,0.19,0.91,7.68,13.248,,15.169,5.5,11.9,21.557,-55.8
8/20/2019,9:32:05,0,Owasco Lake Profile,15.166,49.759646,0.63,3.42,15.62,5.2,51.8,5.43,327.1,0.14,0.18,0.86,7.68,13.218,,15.175,5.5,11.9,21.559,-55.8
8/20/2019,9:32:10,0,Owasco Lake Profile,15.167,49.762927,0.77,4,15.61,5.2,52.1,5.46,326.8,0.15,0.19,0.81,7.68,13.208,,15.17,5.5,11.9,21.561,-55.9
8/20/2019,9:32:15,0,Owasco Lake Profile,15.167,49.762927,0.75,3.9,15.6,5.2,52.3,5.49,326.7,0.14,0.18,0.77,7.68,13.182,,15.174,5.51,11.9,21.562,-56
8/20/2019,9:32:20,0,Owasco Lake Profile,15.17,49.77277,0.68,3.6,15.59,5.19,52.5,5.51,326.6,0.13,0.17,0.82,7.68,13.157,,15.174,5.51,11.9,21.565,-56
8/20/2019,9:32:25,0,Owasco Lake Profile,15.17,49.77277,0.69,3.66,15.6,5.2,52.7,5.53,326.6,0.14,0.17,0.88,7.68,13.125,,15.168,5.5,11.9,21.566,-56
8/20/2019,9:32:30,0,Owasco Lake Profile,15.171,49.776051,0.62,3.35,15.58,5.19,52.8,5.55,326.5,0.13,0.17,0.91,7.68,13.101,,15.169,5.5,11.9,21.567,-56.1
8/20/2019,9:32:35,0,Owasco Lake Profile,15.172,49.779332,0.6,3.27,15.6,5.2,52.9,5.56,326.4,0.1,0.14,0.93,7.69,13.095,,15.174,5.5,11.9,21.568,-56.1
8/20/2019,9:32:40,0,Owasco Lake Profile,15.172,49.779332,0.59,3.24,15.58,5.19,53,5.56,326.4,0.12,0.16,0.9,7.69,13.084,,15.17,5.5,11.9,21.568,-56.1
8/20/2019,9:32:45,0,Owasco Lake Profile,15.172,49.779332,0.68,3.63,15.6,5.2,53,5.57,326.5,0.11,0.15,0.93,7.69,13.072,,15.175,5.5,11.8,21.569,-56.1
